"ExperimentID","SiteID","PondID","StrainID","Date","pH","Temp.avg (C)","Temp.max (C)","Temp.min (C)","Cond (mS.cm)","DO (mg.L)","DO (%sat)","Sal (g.L)","PAR (umol.m2.s)"
"JUN112014","GT","P1","KA32","06-30-2014",7.94,25.09,27.5,22.7,45010.05,7.43,106.66,29.12,314.79
"JUN112014","GT","P2","KA32","06-30-2014",7.97,26.18,28.4,23.6,44770.81,5.45,79.43,28.93,
"JUN112014","GT","P3","KA32","06-30-2014",7.98,,,,45864.37,0.01,0,29.79,
"JUN112014","GT","P4","KA32","06-30-2014",7.96,25.18,27.6,22.7,46410.39,7.13,103.15,30.14,
"JUN112014","GT","P5","KA32","06-30-2014",7.97,25.14,27.4,22.7,47728.73,8.97,130.32,31.09,
"JUN112014","GT","P6","KA32","06-30-2014",7.97,25.14,27.5,22.7,48864.28,7.02,102.51,31.91,
"JUN112014","GT","P1","KA32","07-01-2014",7.93,27.45,33,22.9,41724.89,7.65,113.36,26.67,525.06
"JUN112014","GT","P2","KA32","07-01-2014",7.95,28.72,34.4,24.1,40952.37,6.01,90.78,26.1,
"JUN112014","GT","P3","KA32","07-01-2014",7.99,,,,42446.92,0.01,0,27.27,
"JUN112014","GT","P4","KA32","07-01-2014",7.94,27.61,33.3,22.9,42659.58,7.71,115.15,27.34,
"JUN112014","GT","P5","KA32","07-01-2014",7.96,27.54,33.2,22.9,44236.89,9.78,147.09,28.47,
"JUN112014","GT","P6","KA32","07-01-2014",7.95,27.57,33.5,22.8,45675.87,7.44,112.45,29.51,
"JUN112014","GT","P1","KA32","07-02-2014",7.95,28.57,32.9,24.6,42810.41,7.03,106.66,27.43,546.33
"JUN112014","GT","P2","KA32","07-02-2014",7.96,29.89,34.2,26,42147.77,6.03,93.02,26.92,
"JUN112014","GT","P3","KA32","07-02-2014",7.99,,,,43642.4,0.01,0,28.12,
"JUN112014","GT","P4","KA32","07-02-2014",7.97,28.71,33.2,24.6,43810.98,7.49,114.5,28.15,
"JUN112014","GT","P5","KA32","07-02-2014",7.97,28.74,33.3,24.7,45445,9.39,144.67,29.31,
"JUN112014","GT","P6","KA32","07-02-2014",7.97,28.77,33.5,24.6,46908.36,7.18,111.26,30.38,
"JUN112014","GT","P1","KA32","07-03-2014",7.94,26.65,31.6,22.4,44429.58,6.77,100.39,28.64,553.33
"JUN112014","GT","P2","KA32","07-03-2014",7.93,27.89,32.8,23.2,43722.78,5.27,79.49,28.1,
"JUN112014","GT","P3","KA32","07-03-2014",7.98,,,,45251.96,0.01,0,29.31,
"JUN112014","GT","P4","KA32","07-03-2014",7.95,26.92,32,22.5,45351.13,7.41,111.02,29.29,
"JUN112014","GT","P5","KA32","07-03-2014",7.93,26.98,32,22.8,46923.04,8.77,132.49,30.44,
"JUN112014","GT","P6","KA32","07-03-2014",7.94,27.13,32.4,23.1,48551.31,6.98,106.41,31.62,
"JUN112014","GT","P1","KA32","07-04-2014",7.92,23.05,29.2,18,45569.39,7.07,98.59,29.52,509.85
"JUN112014","GT","P2","KA32","07-04-2014",7.91,24.24,30.5,19.2,43865.34,4.99,70.51,28.28,
"JUN112014","GT","P3","KA32","07-04-2014",7.98,,,,47137.43,0.02,0,30.68,
"JUN112014","GT","P4","KA32","07-04-2014",7.93,23.21,29.5,18.1,47081.1,7.59,107.09,30.61,
"JUN112014","GT","P5","KA32","07-04-2014",7.9,23.26,29.4,18.2,48561.97,8.42,119.42,31.69,
"JUN112014","GT","P6","KA32","07-04-2014",7.91,23.37,29.8,18.2,50308.32,6.83,97.98,32.97,
"JUN112014","GT","P1","KA32","07-05-2014",7.93,23.28,28.7,18.5,46915.17,6.9,97.22,30.5,564.15
"JUN112014","GT","P2","KA32","07-05-2014",7.9,24.75,30.2,19.9,46094.01,6.11,87.96,29.88,
"JUN112014","GT","P3","KA32","07-05-2014",7.98,,,,48774.6,0.01,0,31.89,
"JUN112014","GT","P4","KA32","07-05-2014",7.93,23.55,29.1,18.6,48747.47,7.52,107.72,31.83,
"JUN112014","GT","P5","KA32","07-05-2014",7.89,23.46,28.6,18.7,50223.45,8.25,118.71,32.92,
"JUN112014","GT","P6","KA32","07-05-2014",7.9,23.46,29,18.6,52044.88,6.78,98.35,34.26,
"JUN112014","GT","P1","KA32","07-06-2014",7.94,24.15,29,20.4,48671.22,6.07,87.48,31.76,392.58
"JUN112014","GT","P2","KA32","07-06-2014",7.9,26.78,32,22.3,47460.06,4.7,70.44,30.82,
"JUN112014","GT","P3","KA32","07-06-2014",7.98,,,,50524.78,0.01,0,33.16,
"JUN112014","GT","P4","KA32","07-06-2014",7.94,24.37,29.3,20.5,50517.11,6.46,94.44,33.12,
"JUN112014","GT","P5","KA32","07-06-2014",7.91,24.24,29,20.5,52006.12,7.39,108.83,34.21,
"JUN112014","GT","P6","KA32","07-06-2014",7.91,24.2,29.3,20.4,53899.49,5.78,85.65,35.62,
"JUN112014","GT","P1","KA32","07-07-2014",7.86,27.47,33.3,22.1,42448.99,6.21,93.25,27.43,549.8
"JUN112014","GT","P2","KA32","07-07-2014",7.88,32.82,40.6,27,38578.97,4.14,67.07,24.56,
"JUN112014","GT","P3","KA32","07-07-2014",7.96,,,,47041.98,0.01,0,30.61,
"JUN112014","GT","P4","KA32","07-07-2014",7.9,27.29,33,22.2,46798.53,6.58,99.78,30.35,
"JUN112014","GT","P5","KA32","07-07-2014",7.91,27.09,32.6,22.3,49163.19,7.63,116.73,32.07,
"JUN112014","GT","P6","KA32","07-07-2014",7.88,27.25,33.1,22.3,49998.92,5.89,90.51,32.69,
"JUN112014","GT","P1","KA32","07-08-2014",7.86,26.55,31.5,22,42967.5,6.59,97.23,27.59,466.79
"JUN112014","GT","P2","KA32","07-08-2014",7.84,31.77,37.2,27.5,40736.09,3.91,62.12,25.86,
"JUN112014","GT","P3","KA32","07-08-2014",7.95,,,,44963.74,0.01,0,29.1,
"JUN112014","GT","P4","KA32","07-08-2014",7.85,26.73,31.7,22.1,44392.38,6.46,95.67,28.61,
"JUN112014","GT","P5","KA32","07-08-2014",7.86,26.74,31.7,22.1,47500.83,7.83,117.51,30.86,
"JUN112014","GT","P6","KA32","07-08-2014",7.82,26.76,32.1,22,47600.83,6.04,90.99,30.92,
"JUN112014","GT","P1","KA32","07-09-2014",7.89,27.1,31.8,22.9,43529.77,7.72,114.95,27.98,523.53
"JUN112014","GT","P2","KA32","07-09-2014",7.88,34.65,39.5,31.7,40416.96,3.54,58.74,25.55,
"JUN112014","GT","P3","KA32","07-09-2014",7.94,,,,45084.77,0.01,0,29.18,
"JUN112014","GT","P4","KA32","07-09-2014",7.8,27.74,32.6,23,44419.64,5.35,80.69,28.61,
"JUN112014","GT","P5","KA32","07-09-2014",7.79,27.62,32.5,23.1,47678.98,6.91,106.49,30.96,
"JUN112014","GT","P6","KA32","07-09-2014",7.74,27.68,32.9,23,47789.17,5.08,78.46,31.04,
"JUN112014","GT","P1","KA32","07-10-2014",7.86,27.15,31.9,22.8,43520.22,6.17,91.45,27.98,475.29
"JUN112014","GT","P2","KA32","07-10-2014",7.83,36.81,45,30.4,37063.33,3.18,53.71,23.15,
"JUN112014","GT","P3","KA32","07-10-2014",7.94,,,,44756.82,0.01,0,28.94,
"JUN112014","GT","P4","KA32","07-10-2014",7.81,27.33,32,22.9,44444.17,4.7,69.52,28.64,
"JUN112014","GT","P5","KA32","07-10-2014",7.78,27.37,32.2,22.9,47845.25,6.71,102.24,31.09,
"JUN112014","GT","P6","KA32","07-10-2014",7.74,27.34,32.4,22.8,47899.19,5.12,78.02,31.13,
"JUN112014","GT","P1","KA32","07-11-2014",7.84,26.28,30.1,23.5,42377.56,5.91,85.82,27.19,372.15
"JUN112014","GT","P2","KA32","07-11-2014",7.83,44.42,45,37,32224.19,2.14,40.09,19.58,
"JUN112014","GT","P3","KA32","07-11-2014",7.9,,,,43901.61,0.01,0,28.34,
"JUN112014","GT","P4","KA32","07-11-2014",7.73,26.93,31.2,23.6,44419.31,5.81,86.52,28.63,
"JUN112014","GT","P5","KA32","07-11-2014",7.76,26.8,31,23.6,47199.98,6.25,93.69,30.65,
"JUN112014","GT","P6","KA32","07-11-2014",7.68,26.82,31.2,23.5,48242.54,4.6,69.28,31.4,
"JUN112014","GT","P1","KA32","07-12-2014",7.81,25.84,30.2,22.3,42219.56,5.27,75.89,27.07,360.61
"JUN112014","GT","P2","KA32","07-12-2014",7.8,44.48,45,37.5,33210.5,1.99,38.31,18.72,
"JUN112014","GT","P3","KA32","07-12-2014",7.93,,,,44048.48,0.01,0,28.45,
"JUN112014","GT","P4","KA32","07-12-2014",7.8,26.09,30.7,22.4,45077.4,6.46,94.82,29.11,
"JUN112014","GT","P5","KA32","07-12-2014",7.84,26.14,30.7,22.4,47431.58,8,118.7,30.82,
"JUN112014","GT","P6","KA32","07-12-2014",7.82,26.17,31,22.3,48626.3,5.96,88.94,31.69,
"JUN112014","GT","P1","KA32","07-13-2014",7.81,27.45,32,23.2,40847.38,4.59,67.5,26.06,479.19
"JUN112014","GT","P2","KA32","07-13-2014",7.78,44.51,45,42.6,37609.11,2.15,42.12,19.25,
"JUN112014","GT","P3","KA32","07-13-2014",7.95,,,,45028.73,0.01,0,29.14,
"JUN112014","GT","P4","KA32","07-13-2014",7.84,27.71,32.6,23.2,45977.91,6.53,99.25,29.73,
"JUN112014","GT","P5","KA32","07-13-2014",7.84,27.84,32.5,23.5,48424.36,8.71,134.22,31.5,
"JUN112014","GT","P6","KA32","07-13-2014",7.83,27.81,32.9,23.4,49337.34,6.34,98,32.17,
"JUN112014","GT","P1","KA32","07-14-2014",7.7,27.82,32,24.2,37801.22,5.32,78.4,24.06,400.15
"JUN112014","GT","P2","KA32","07-14-2014",7.73,44.6,45,39.8,32424.92,2.38,45.19,17.05,
"JUN112014","GT","P3","KA32","07-14-2014",7.89,,,,43289.04,0.01,0,27.89,
"JUN112014","GT","P4","KA32","07-14-2014",7.76,27.79,31.5,24.1,43979.48,6.21,93.45,28.29,
"JUN112014","GT","P5","KA32","07-14-2014",7.84,27.8,31.4,24.3,45995.28,8.78,133.05,29.74,
"JUN112014","GT","P6","KA32","07-14-2014",7.81,27.78,31.8,24.1,47105.2,6.15,93.68,30.56,
"JUN112014","GT","P1","KA32","07-15-2014",7.82,27.07,31.2,23.7,39352.69,7.63,111.52,25.01,497.35
"JUN112014","GT","P2","KA32","07-15-2014",7.88,45,45,45,29350.75,2.3,45.32,15.39,
"JUN112014","GT","P3","KA32","07-15-2014",7.91,,,,41779.24,0.01,0,26.82,
"JUN112014","GT","P4","KA32","07-15-2014",7.83,27.16,31.4,23.7,42247.65,7.03,104.18,27.07,
"JUN112014","GT","P5","KA32","07-15-2014",7.84,27.16,31.3,23.7,43730.89,9.59,143.18,28.13,
"JUN112014","GT","P6","KA32","07-15-2014",7.83,27.17,31.7,23.6,45147.29,6.58,98.77,29.15,
"JUN112014","GT","P1","KA32","07-16-2014",7.82,24.2,29.2,20.3,40723.24,8.42,118.16,26.04,590.7
"JUN112014","GT","P2","KA32","07-16-2014",6.97,45,45,45,9775.09,18.4,126.6,5.72,
"JUN112014","GT","P3","KA32","07-16-2014",7.9,,,,43643.45,0.01,0,28.17,
"JUN112014","GT","P4","KA32","07-16-2014",7.77,24.97,30.3,20.3,44014.56,6.92,100.04,28.38,
"JUN112014","GT","P5","KA32","07-16-2014",7.81,25.07,30.4,20.5,45942.08,10.17,149.04,29.77,
"JUN112014","GT","P6","KA32","07-16-2014",7.78,24.85,30.4,20.3,46442.74,6.74,98.48,30.13,
"JUN112014","GT","P1","KA32","07-17-2014",7.87,22.42,28,17.3,42240.09,8.23,112.54,27.14,458.36
"JUN112014","GT","P2","KA32","07-17-2014",7.45,45,45,45,22749.31,10.84,79.72,,
"JUN112014","GT","P3","KA32","07-17-2014",7.93,,,,45097.57,0.02,0,29.21,
"JUN112014","GT","P4","KA32","07-17-2014",7.87,22.57,28.3,17.2,45142.23,7.61,105.66,29.23,
"JUN112014","GT","P5","KA32","07-17-2014",7.82,22.89,28.5,17.6,47325.04,10.29,145.4,30.79,
"JUN112014","GT","P6","KA32","07-17-2014",7.83,22.67,28.6,17.1,47252.21,7.42,104.27,30.75,
"JUN112014","GT","P1","KA32","07-18-2014",7.87,22.12,24.1,19.9,41389.87,7.05,94.53,26.56,200.58
"JUN112014","GT","P2","KA32","07-18-2014",7.91,45,45,45,41984.52,0.5,14.55,,
"JUN112014","GT","P3","KA32","07-18-2014",7.9,,,,44887.19,0.02,0,29.08,
"JUN112014","GT","P4","KA32","07-18-2014",7.8,23.22,25.5,20.1,43045.29,6.98,96.67,27.73,
"JUN112014","GT","P5","KA32","07-18-2014",7.88,22.96,24.9,20.3,46530.9,9.26,129.31,30.23,
"JUN112014","GT","P6","KA32","07-18-2014",7.81,23.08,25.1,20.3,46687.83,6.81,95.41,30.35,
"JUN112014","GT","P1","KA32","07-19-2014",7.75,22.79,26.2,20.6,32796.96,6.58,86.22,20.52,254.22
"JUN112014","GT","P2","KA32","07-19-2014",7.94,45,45,45,34254.82,0.37,13.08,15.18,
"JUN112014","GT","P3","KA32","07-19-2014",7.97,,,,36631.68,0.02,0,23.23,
"JUN112014","GT","P4","KA32","07-19-2014",7.86,22.89,26.3,20.7,34647.1,7.3,96.72,21.8,
"JUN112014","GT","P5","KA32","07-19-2014",7.8,21.44,22.2,20.6,40191.49,6.92,90.87,25.71,
"JUN112014","GT","P6","KA32","07-19-2014",7.76,21.49,22.3,20.6,40484.9,5.31,69.89,25.93,
"JUN112014","GT","P1","KA32","07-20-2014",7.7,22.23,23.7,20.4,29564.12,5.78,73.79,18.32,183.15
"JUN112014","GT","P2","KA32","07-20-2014",7.9,45,45,45,31761.88,0.26,10.57,15.5,
"JUN112014","GT","P3","KA32","07-20-2014",7.97,,,,33962.53,0.02,0,21.37,
"JUN112014","GT","P4","KA32","07-20-2014",7.85,22.27,23.7,20.5,32235.11,7.04,91.04,20.15,
"JUN112014","GT","P5","KA32","07-20-2014",7.95,23.18,23.7,22.4,33626.51,10.91,144.26,21.09,
"JUN112014","GT","P6","KA32","07-20-2014",7.99,23.2,23.7,22.3,34254.23,8.42,111.59,21.53,
"JUN112014","GT","P1","KA32","07-21-2014",7.27,25.13,28.3,22.4,31069.94,5.72,78.29,19.4,275.84
"JUN112014","GT","P2","KA32","07-21-2014",7.86,45,45,45,35815.21,0.28,12.06,7.18,
"JUN112014","GT","P3","KA32","07-21-2014",7.94,,,,34066.58,0.01,0,21.43,
"JUN112014","GT","P4","KA32","07-21-2014",7.79,25.19,28.3,22.4,34335.84,7.13,99.05,21.56,
"JUN112014","GT","P5","KA32","07-21-2014",7.86,25.05,28,22.3,35643,9.68,135.07,22.46,
"JUN112014","GT","P6","KA32","07-21-2014",7.87,25.25,28.4,22.4,35832.19,7.46,104.66,22.59,
"JUN112014","GT","P1","KA32","07-22-2014",7.66,24.9,27.8,22.5,39411.82,6.34,88.73,25.1,317.16
"JUN112014","GT","P2","KA32","07-22-2014",7.78,45,45,45,41697.01,0.37,12.88,,
"JUN112014","GT","P3","KA32","07-22-2014",7.87,,,,37486.6,0.01,0,23.81,
"JUN112014","GT","P4","KA32","07-22-2014",7.84,25.07,28.1,22.6,38822.41,6.97,97.9,24.69,
"JUN112014","GT","P5","KA32","07-22-2014",7.84,24.95,27.9,22.5,38790.56,9.71,136.07,24.67,
"JUN112014","GT","P6","KA32","07-22-2014",7.86,25.07,28.2,22.5,38521.04,7.73,108.5,24.47,
"JUN112014","GT","P1","KA32","07-23-2014",7.75,26.25,30.2,23,39020.55,5.94,84.88,24.8,383.65
"JUN112014","GT","P2","KA32","07-23-2014",7.84,45,45,45,43408.58,0.48,15.21,,
"JUN112014","GT","P3","KA32","07-23-2014",7.87,,,,41965.51,0.01,0,26.97,
"JUN112014","GT","P4","KA32","07-23-2014",7.78,26.74,30.9,23,42594.51,6.3,92.85,27.34,
"JUN112014","GT","P5","KA32","07-23-2014",7.75,26.52,30.7,23,43078.72,8.58,126.28,27.69,
"JUN112014","GT","P6","KA32","07-23-2014",7.85,26.57,30.7,23,43568.31,7.27,107.46,28.05,
"JUN112014","GT","P1","KA32","07-24-2014",7.74,26.43,29.9,23.4,37771.78,4.61,65.84,23.92,340.08
"JUN112014","GT","P2","KA32","07-24-2014",7.83,45,45,45,43696.3,0.54,15.68,,
"JUN112014","GT","P3","KA32","07-24-2014",7.83,,,,46719.36,0.01,0,30.39,
"JUN112014","GT","P4","KA32","07-24-2014",7.76,26.53,30.1,23.6,46533.02,5.85,87.12,30.17,
"JUN112014","GT","P5","KA32","07-24-2014",7.74,26.49,30,23.5,46637.93,7.33,108.92,30.24,
"JUN112014","GT","P6","KA32","07-24-2014",7.78,26.41,30.2,23.4,48046.28,6.79,101.56,31.27,
"JUN112014","GT","P1","KA32","07-25-2014",7.51,26.86,32.8,22.2,34138.21,4.7,67.08,21.39,581.27
"JUN112014","GT","P2","KA32","07-25-2014",7.75,45,45,45,43096.1,0.59,16.08,,
"JUN112014","GT","P3","KA32","07-25-2014",7.88,,,,45978.12,0.01,0,29.82,
"JUN112014","GT","P4","KA32","07-25-2014",7.82,27.31,33.5,22.2,46410.16,6.69,101.57,30.04,
"JUN112014","GT","P5","KA32","07-25-2014",7.74,27.25,33.4,22.2,46707.59,7.32,111.21,30.27,
"JUN112014","GT","P6","KA32","07-25-2014",7.86,27.19,33.5,22.1,47605.76,7.47,114.07,30.92,
"JUN112014","GT","P1","KA32","07-26-2014",7.29,27.27,32.8,22.4,29329.72,4.29,60.29,18.09,594.44
"JUN112014","GT","P2","KA32","07-26-2014",7.71,45,45,45,43841.27,0.69,17.26,,
"JUN112014","GT","P3","KA32","07-26-2014",7.84,,,,46348.28,0.01,0,30.09,
"JUN112014","GT","P4","KA32","07-26-2014",7.82,27.41,33,22.4,47714.02,6.86,104.74,30.99,
"JUN112014","GT","P5","KA32","07-26-2014",7.76,27.42,33.1,22.4,48514.9,6.56,99.65,31.57,
"JUN112014","GT","P6","KA32","07-26-2014",7.76,27.29,33.3,22.2,48933.73,6.69,102.83,31.89,
"JUN112014","GT","P1","KA32","07-27-2014",7.6,28.09,33.5,23.3,28216.46,3.44,48.92,17.3,525.64
"JUN112014","GT","P2","KA32","07-27-2014",7.78,45,45,45,44822.32,0.85,20.03,,
"JUN112014","GT","P3","KA32","07-27-2014",7.92,,,,41610.92,0.01,0,26.71,
"JUN112014","GT","P4","KA32","07-27-2014",7.79,28.14,33.6,23.2,49025.59,6.65,103.4,31.92,
"JUN112014","GT","P5","KA32","07-27-2014",7.86,28.02,33.3,23.2,49706.75,7.28,112.6,32.43,
"JUN112014","GT","P6","KA32","07-27-2014",7.78,27.97,33.5,23.1,49592.62,4.89,75.48,32.35,
"JUN112014","GT","P1","KA32","07-28-2014",7.37,28.05,33.2,23.8,35545.5,2.92,42.73,22.41,526.65
"JUN112014","GT","P2","KA32","07-28-2014",7.76,45,45,45,45391.14,1.05,22.55,,
"JUN112014","GT","P3","KA32","07-28-2014",7.92,,,,31523.54,0.01,0,19.68,
"JUN112014","GT","P4","KA32","07-28-2014",7.83,28.14,33.1,23.9,46700.3,6.46,99.57,30.25,
"JUN112014","GT","P5","KA32","07-28-2014",7.85,28.02,32.7,24.2,47607.31,7.94,122,30.91,
"JUN112014","GT","P6","KA32","07-28-2014",7.71,28.12,33.2,23.9,49151.61,4.84,75.8,32.03,
"JUN112014","GT","P1","KA32","07-29-2014",7.71,23.49,28.6,19.6,44193.73,3.19,44.36,28.53,530.97
"JUN112014","GT","P2","KA32","07-29-2014",7.91,45,45,45,43868.33,0.9,18.3,,
"JUN112014","GT","P3","KA32","07-29-2014",7.88,,,,27587.84,0.02,0,17.01,
"JUN112014","GT","P4","KA32","07-29-2014",7.59,21.37,23.7,19.7,46001.26,4.61,61.94,29.88,
"JUN112014","GT","P5","KA32","07-29-2014",7.8,21.48,24,19.8,46801.08,6.95,93.88,30.46,
"JUN112014","GT","P6","KA32","07-29-2014",7.68,21.33,23.7,19.6,49923.71,4.68,63.94,32.74,
"JUL252014","GT","P1","LRB-AZ-1201","08-08-2014",7.46,,,,990.7,59.45,495.61,0.49,318.75
"JUL252014","GT","P2","LRB-AZ-1201","08-08-2014",7.51,,,,869.7,12.69,134.9,0.44,
"JUL252014","GT","P3","LRB-AZ-1201","08-08-2014",6.63,,,,1405.73,8.28,91.54,0.69,
"JUL252014","GT","P4","LRB-AZ-1201","08-08-2014",7.66,24.33,30.3,21.9,1384.79,8.04,96.48,0.69,
"JUL252014","GT","P5","LRB-AZ-1201","08-08-2014",7.7,23.82,29.9,21.9,858.52,8.74,103.84,0.42,
"JUL252014","GT","P6","LRB-AZ-1201","08-08-2014",7.77,23.93,30.5,21.9,984.86,8.28,98.62,0.5,
"JUL252014","GT","P1","LRB-AZ-1201","08-09-2014",7.39,,,,1202.47,28.17,234.69,0.6,180.2
"JUL252014","GT","P2","LRB-AZ-1201","08-09-2014",7.67,,,,1030.13,16.52,175.09,0.52,
"JUL252014","GT","P3","LRB-AZ-1201","08-09-2014",7.72,,,,1559.8,10.41,118.5,0.8,
"JUL252014","GT","P4","LRB-AZ-1201","08-09-2014",7.73,25.24,31,21.4,1547.44,9.97,123.26,0.8,
"JUL252014","GT","P5","LRB-AZ-1201","08-09-2014",7.79,27.57,31,22.4,1255.72,11.78,150.54,0.6,
"JUL252014","GT","P6","LRB-AZ-1201","08-09-2014",7.72,27.8,31.3,22.5,1411.45,9.83,126.34,0.7,
"JUL252014","GT","P2","LRB-AZ-1201","08-10-2014",8.65,,,,1022.44,13.97,147.39,0.5,
"JUL252014","GT","P3","LRB-AZ-1201","08-10-2014",8.04,,,,1520.05,8.91,101.09,0.8,
"JUL252014","GT","P4","LRB-AZ-1201","08-10-2014",8.74,25.69,28.8,23.5,1509.53,8.24,101.54,0.79,
"JUL252014","GT","P5","LRB-AZ-1201","08-10-2014",8.75,25.59,28.6,23.5,1219.59,9.19,113.04,0.6,
"JUL252014","GT","P6","LRB-AZ-1201","08-10-2014",8.78,25.7,28.8,23.5,1373.67,8.37,103.11,0.7,
"JUL252014","GT","P2","LRB-AZ-1201","08-11-2014",9.59,,,,1021.78,13.58,142.67,0.5,
"JUL252014","GT","P3","LRB-AZ-1201","08-11-2014",8.16,,,,1525.15,9.01,101,0.8,
"JUL252014","GT","P4","LRB-AZ-1201","08-11-2014",9.68,25.17,28.2,22.7,1516.73,7.98,97.31,0.8,
"JUL252014","GT","P5","LRB-AZ-1201","08-11-2014",9.56,25.05,28,22.6,1221.09,8.98,109.25,0.6,
"JUL252014","GT","P6","LRB-AZ-1201","08-11-2014",10.06,25.15,28.3,22.6,1379.55,8.39,102.36,0.7,
"JUL252014","GT","P2","LRB-AZ-1201","08-12-2014",9.03,,,,1078.24,15.06,156.65,0.54,
"JUL252014","GT","P3","LRB-AZ-1201","08-12-2014",7.6,,,,1380.83,8.42,99.7,0.71,
"JUL252014","GT","P4","LRB-AZ-1201","08-12-2014",9.13,26.71,31.5,23.4,1540.28,7.96,100.28,0.8,
"JUL252014","GT","P5","LRB-AZ-1201","08-12-2014",8.85,26.58,31.3,23.4,1244.39,8.94,112.11,0.6,
"JUL252014","GT","P6","LRB-AZ-1201","08-12-2014",9.45,26.68,31.6,23.4,1402.83,8.46,106.47,0.7,
"JUL252014","GT","P2","LRB-AZ-1201","08-13-2014",7.57,,,,1044.6,13.87,143.42,0.5,
"JUL252014","GT","P3","LRB-AZ-1201","08-13-2014",7.83,,,,1581.99,9.64,105.61,0.8,
"JUL252014","GT","P4","LRB-AZ-1201","08-13-2014",7.67,23.72,27.5,21.6,1582.98,8.75,104.23,0.8,
"JUL252014","GT","P5","LRB-AZ-1201","08-13-2014",7.49,23.82,27.7,21.6,1283.31,10.23,121.91,0.6,
"JUL252014","GT","P6","LRB-AZ-1201","08-13-2014",7.41,23.58,26.9,21.6,1443.3,9.64,114.78,0.7,
"JUL252014","GT","P2","LRB-AZ-1201","08-26-2014",7.9,,,,1403.47,21.88,210,0.7,
"JUL252014","GT","P3","LRB-AZ-1201","08-26-2014",7.91,,,,1993.48,9.86,115,1,
"JUL252014","GT","P4","LRB-AZ-1201","08-26-2014",7.89,26.8,26.8,26.8,1396.8,7.28,91,0.7,
"JUL252014","GT","P5","LRB-AZ-1201","08-26-2014",7.77,26.4,26.4,26.4,2012.29,8.82,110,1,
"JUL252014","GT","P6","LRB-AZ-1201","08-26-2014",8.18,26,26,26,2078.25,7.68,95,1.1,
"DEC162014","GT","P1","KA32","01-01-2015",2.64,4.7,7.3,1.8,37533.69,10.13,92.01,23.34,189.57
"DEC162014","GT","P2","KA32","01-01-2015",7.94,4.97,7.7,1.9,36835.45,10.43,95.14,22.88,
"DEC162014","GT","P3","KA32","01-01-2015",7.82,4.55,6.9,1.9,35154.35,9.96,89.19,21.71,
"DEC162014","GT","P4","KA32","01-01-2015",11.29,,,,30314.36,0,0,22.97,
"DEC162014","GT","P5","KA32","01-01-2015",7.92,,,,28160.19,6.73,66.05,17.3,
"DEC162014","GT","P6","KA32","01-01-2015",7.8,,,,28637.54,24.69,200.46,23.24,
"DEC162014","GT","P1","KA32","01-02-2015",4.4,6.92,8,6.2,36623.93,9.25,88.4,22.92,34.69
"DEC162014","GT","P2","KA32","01-02-2015",7.95,7.01,8.1,6.3,36014.56,9.41,89.95,22.5,
"DEC162014","GT","P3","KA32","01-02-2015",7.84,6.81,8,6,34227.17,9,84.98,21.26,
"DEC162014","GT","P4","KA32","01-02-2015",11.49,,,,36493.26,0,0,22.47,
"DEC162014","GT","P5","KA32","01-02-2015",7.87,,,,29249.62,6.97,68.7,18.03,
"DEC162014","GT","P6","KA32","01-02-2015",7.84,,,,37113.51,22.4,190.43,22.8,
"DEC162014","GT","P1","KA32","01-03-2015",7.81,9.49,11.9,8.1,34969.6,8.82,88.89,21.91,47.62
"DEC162014","GT","P2","KA32","01-03-2015",7.96,9.54,12,8.1,34371.29,9.07,91.3,21.5,
"DEC162014","GT","P3","KA32","01-03-2015",7.88,9.44,11.9,8,32608.91,8.62,86.03,20.29,
"DEC162014","GT","P4","KA32","01-03-2015",11.47,,,,34534.28,0,0,21.36,
"DEC162014","GT","P5","KA32","01-03-2015",7.92,,,,30422.54,7.85,77.93,18.82,
"DEC162014","GT","P6","KA32","01-03-2015",7.88,,,,35098.26,21.33,191.45,21.68,
"DEC162014","GT","P1","KA32","01-04-2015",7.19,13.99,16.3,10.3,31793.33,8.27,90.88,19.85,89.18
"DEC162014","GT","P2","KA32","01-04-2015",7.96,14.11,16.5,10.1,31248.91,8.57,94.39,19.48,
"DEC162014","GT","P3","KA32","01-04-2015",7.9,13.97,16.2,10.2,29627.94,8.07,87.8,18.37,
"DEC162014","GT","P4","KA32","01-04-2015",11.68,,,,31039.02,0,0,19.24,
"DEC162014","GT","P5","KA32","01-04-2015",7.94,,,,31114.45,9.59,95.18,19.29,
"DEC162014","GT","P6","KA32","01-04-2015",7.9,,,,31456.28,19.61,192.92,19.48,
"DEC162014","GT","P1","KA32","01-05-2015",3.74,6,10.1,3.4,31545.61,10.2,92.93,19.39,203.82
"DEC162014","GT","P2","KA32","01-05-2015",7.94,6.03,9.9,3.6,31091.03,10.62,96.78,19.1,
"DEC162014","GT","P3","KA32","01-05-2015",7.86,5.9,10,3.3,29524.21,10.03,90.37,18.04,
"DEC162014","GT","P4","KA32","01-05-2015",11.57,,,,31262.92,0,0,19.2,
"DEC162014","GT","P5","KA32","01-05-2015",7.92,,,,24995.32,7.35,70.97,15.19,
"DEC162014","GT","P6","KA32","01-05-2015",7.83,,,,29453.84,25.08,205.1,19.48,
"DEC162014","GT","P1","KA32","01-06-2015",2.56,3.21,5.9,0.3,31961.37,10.81,92.2,19.45,209.19
